*******************************************************************************************************************
* This Online Resource contains electronic supplemental material (ESM) accompanying the following article submitted to the
* International Journal of Biometeorology - Special Issue (UTCI):
*
* Deriving the Operational Procedure for the Universal Thermal Climate Index UTCI
* by
* Peter Bröde, Dusan Fiala, Krzysztof Blazejczyk, Ingvar Holmér, Gerd Jendritzky, Bernhard Kampmann, Birger Tinz, George Havenith
*
* Corresponding author:
* Peter Bröde
* Leibniz Research Centre for Working Environment and Human Factors (IfADo)
* Ardeystr. 67, 44139 Dortmund, Germany
* Phone +49 231 1084 225
* Fax +49 231 1084 400
* e-mail: broede@ifado.de 
*
* ESM 4: This TAB-delimited file tabulates values of the Offset (= UTCI - Ta) in °C for different input values of:
*    Ta:	air temperature in°C (range: -50 °C to +50 °C)
*    Tr-Ta:	difference between mean radiant temperature (Tr) and air temperature in °C (-30 °C to +70 °C)
*    va:	wind speed in m/s measured 10 m above ground level (0.5 m/s to 30.3 m/s)
*    rH:	relative humidity in % (5% to 100%)
*    pa:	water vapour pressure in kPa (0 kPa to 5 kPa)
*******************************************************************************************************************
Ta	Tr-Ta	va	rH	pa	Offset
24	0	2.7	20	0.60	-4.24
24	0	2.7	40	1.19	-3.17
24	0	2.7	60	1.79	-2.10
24	0	2.7	80	2.39	-0.38
24	0	2.7	100	2.98	1.34
24	0	4.0	5	0.15	-6.82
24	0	4.0	20	0.60	-6.18
24	0	4.0	40	1.19	-5.10
24	0	4.0	60	1.79	-4.03
24	0	4.0	80	2.39	-2.31
24	0	4.0	100	2.98	-0.38
24	0	6.0	5	0.15	-8.11
24	0	6.0	20	0.60	-7.68
24	0	6.0	40	1.19	-7.04
24	0	6.0	60	1.79	-5.96
24	0	6.0	80	2.39	-4.46
24	0	6.0	100	2.98	-2.31
24	0	9.0	5	0.15	-10.26
24	0	9.0	20	0.60	-9.62
24	0	9.0	40	1.19	-8.76
24	0	9.0	60	1.79	-7.90
24	0	9.0	80	2.39	-6.61
24	0	9.0	100	2.98	-4.67
24	0	13.5	5	0.15	-11.98
24	0	13.5	20	0.60	-11.55
24	0	13.5	40	1.19	-10.90
24	0	13.5	60	1.79	-10.26
24	0	13.5	80	2.39	-8.76
24	0	13.5	100	2.98	-7.25
24	0	20.2	5	0.15	-14.99
24	0	20.2	20	0.60	-14.13
24	0	20.2	40	1.19	-13.70
24	0	20.2	60	1.79	-12.84
24	0	20.2	80	2.39	-11.55
24	0	20.2	100	2.98	-10.26
24	0	30.3	5	0.15	-17.99
24	0	30.3	20	0.60	-16.71
24	0	30.3	40	1.19	-16.28
24	0	30.3	60	1.79	-15.42
24	0	30.3	80	2.39	-14.56
24	0	30.3	100	2.98	-13.27
24	5	0.5	5	0.15	-0.38
24	5	0.5	20	0.60	0.27
24	5	0.5	40	1.19	0.91
24	5	0.5	60	1.79	1.99
24	5	0.5	80	2.39	3.28
24	5	0.5	100	2.98	4.78
24	5	0.8	5	0.15	-0.38
24	5	0.8	20	0.60	0.05
24	5	0.8	40	1.19	0.70
24	5	0.8	60	1.79	1.99
24	5	0.8	80	2.39	3.28
24	5	0.8	100	2.98	4.78
24	5	1.2	5	0.15	-1.02
24	5	1.2	20	0.60	-0.16
24	5	1.2	40	1.19	0.70
24	5	1.2	60	1.79	1.56
24	5	1.2	80	2.39	2.85
24	5	1.2	100	2.98	4.35
24	5	1.8	5	0.15	-1.88
24	5	1.8	20	0.60	-1.24
24	5	1.8	40	1.19	-0.16
24	5	1.8	60	1.79	0.70
24	5	1.8	80	2.39	2.20
24	5	1.8	100	2.98	3.71
24	5	2.7	5	0.15	-3.17
24	5	2.7	20	0.60	-2.53
24	5	2.7	40	1.19	-1.67
24	5	2.7	60	1.79	-0.38
24	5	2.7	80	2.39	0.70
24	5	2.7	100	2.98	2.42
24	5	4.0	5	0.15	-5.10
24	5	4.0	20	0.60	-4.67
24	5	4.0	40	1.19	-3.60
24	5	4.0	60	1.79	-2.31
24	5	4.0	80	2.39	-1.02
24	5	4.0	100	2.98	0.70
24	5	6.0	5	0.15	-6.82
24	5	6.0	20	0.60	-6.39
24	5	6.0	40	1.19	-5.53
24	5	6.0	60	1.79	-4.67
24	5	6.0	80	2.39	-2.96
24	5	6.0	100	2.98	-0.81
24	5	9.0	5	0.15	-8.97
24	5	9.0	20	0.60	-8.33
24	5	9.0	40	1.19	-7.47
24	5	9.0	60	1.79	-6.39
24	5	9.0	80	2.39	-5.32
24	5	9.0	100	2.98	-2.96
24	5	13.5	5	0.15	-10.90
24	5	13.5	20	0.60	-10.47
24	5	13.5	40	1.19	-9.83
24	5	13.5	60	1.79	-8.97
24	5	13.5	80	2.39	-7.68
24	5	13.5	100	2.98	-5.96
24	5	20.2	5	0.15	-13.70
24	5	20.2	20	0.60	-13.27
24	5	20.2	40	1.19	-12.41
24	5	20.2	60	1.79	-11.55
24	5	20.2	80	2.39	-10.47
24	5	20.2	100	2.98	-8.76
24	5	30.3	5	0.15	-16.49
24	5	30.3	20	0.60	-15.63
24	5	30.3	40	1.19	-15.20
24	5	30.3	60	1.79	-14.34
24	5	30.3	80	2.39	-13.27
24	5	30.3	100	2.98	-11.76
24	10	0.5	5	0.15	0.91
24	10	0.5	20	0.60	1.56
24	10	0.5	40	1.19	2.42
24	10	0.5	60	1.79	3.28
24	10	0.5	80	2.39	4.35
24	10	0.5	100	2.98	6.07
24	10	0.8	5	0.15	0.70
24	10	0.8	20	0.60	1.56
24	10	0.8	40	1.19	2.20
24	10	0.8	60	1.79	3.28
24	10	0.8	80	2.39	4.13
24	10	0.8	100	2.98	6.07
24	10	1.2	5	0.15	0.70
24	10	1.2	20	0.60	0.91
24	10	1.2	40	1.19	1.99
24	10	1.2	60	1.79	2.85
24	10	1.2	80	2.39	3.71
24	10	1.2	100	2.98	5.64
24	10	1.8	5	0.15	-0.16
24	10	1.8	20	0.60	0.70
24	10	1.8	40	1.19	1.13
24	10	1.8	60	1.79	2.20
24	10	1.8	80	2.39	3.28
24	10	1.8	100	2.98	4.78
24	10	2.7	5	0.15	-1.67
24	10	2.7	20	0.60	-1.02
24	10	2.7	40	1.19	-0.16
24	10	2.7	60	1.79	0.70
24	10	2.7	80	2.39	1.99
24	10	2.7	100	2.98	3.49
24	10	4.0	5	0.15	-3.17
24	10	4.0	20	0.60	-2.74
24	10	4.0	40	1.19	-1.88
24	10	4.0	60	1.79	-0.81
24	10	4.0	80	2.39	0.48
24	10	4.0	100	2.98	1.99
24	10	6.0	5	0.15	-5.75
24	10	6.0	20	0.60	-5.10
24	10	6.0	40	1.19	-4.03
24	10	6.0	60	1.79	-2.74
24	10	6.0	80	2.39	-1.67
24	10	6.0	100	2.98	0.27
24	10	9.0	5	0.15	-7.68
24	10	9.0	20	0.60	-7.25
24	10	9.0	40	1.19	-6.18
24	10	9.0	60	1.79	-5.10
24	10	9.0	80	2.39	-3.81
24	10	9.0	100	2.98	-1.67
24	10	13.5	5	0.15	-9.83
24	10	13.5	20	0.60	-9.40
24	10	13.5	40	1.19	-8.54
24	10	13.5	60	1.79	-7.90
24	10	13.5	80	2.39	-6.39
24	10	13.5	100	2.98	-4.67
24	10	20.2	5	0.15	-12.41
24	10	20.2	20	0.60	-11.98
24	10	20.2	40	1.19	-11.12
24	10	20.2	60	1.79	-10.47
24	10	20.2	80	2.39	-9.40
24	10	20.2	100	2.98	-7.68
24	10	30.3	5	0.15	-15.42
24	10	30.3	20	0.60	-14.77
24	10	30.3	40	1.19	-13.91
24	10	30.3	60	1.79	-13.05
24	10	30.3	80	2.39	-11.98
24	10	30.3	100	2.98	-10.69
24	15	0.5	5	0.15	2.42
24	15	0.5	20	0.60	2.85
24	15	0.5	40	1.19	3.49
24	15	0.5	60	1.79	4.35
24	15	0.5	80	2.39	5.64
24	15	0.5	100	2.98	6.93
24	15	0.8	5	0.15	2.20
24	15	0.8	20	0.60	2.63
24	15	0.8	40	1.19	3.49
24	15	0.8	60	1.79	4.35
24	15	0.8	80	2.39	5.42
24	15	0.8	100	2.98	6.71
24	15	1.2	5	0.15	1.99
24	15	1.2	20	0.60	2.42
24	15	1.2	40	1.19	3.28
24	15	1.2	60	1.79	3.92
24	15	1.2	80	2.39	4.99
24	15	1.2	100	2.98	6.50
24	15	1.8	5	0.15	1.13
24	15	1.8	20	0.60	1.77
24	15	1.8	40	1.19	2.42
24	15	1.8	60	1.79	3.28
24	15	1.8	80	2.39	4.13
24	15	1.8	100	2.98	5.85
24	15	2.7	5	0.15	-0.16
24	15	2.7	20	0.60	0.70
24	15	2.7	40	1.19	1.34
24	15	2.7	60	1.79	1.99
24	15	2.7	80	2.39	3.28
24	15	2.7	100	2.98	4.35
24	15	4.0	5	0.15	-1.88
24	15	4.0	20	0.60	-1.45
24	15	4.0	40	1.19	-0.38
24	15	4.0	60	1.79	0.70
24	15	4.0	80	2.39	1.56
24	15	4.0	100	2.98	2.85
24	15	6.0	5	0.15	-4.24
24	15	6.0	20	0.60	-3.38
24	15	6.0	40	1.19	-2.31
24	15	6.0	60	1.79	-1.45
24	15	6.0	80	2.39	-0.16
24	15	6.0	100	2.98	1.34
24	15	9.0	5	0.15	-6.18
24	15	9.0	20	0.60	-5.53
24	15	9.0	40	1.19	-5.10
24	15	9.0	60	1.79	-3.81
24	15	9.0	80	2.39	-2.31
24	15	9.0	100	2.98	-0.38
24	15	13.5	5	0.15	-8.54
24	15	13.5	20	0.60	-8.11
24	15	13.5	40	1.19	-7.47
24	15	13.5	60	1.79	-6.39
24	15	13.5	80	2.39	-5.32
24	15	13.5	100	2.98	-2.96
24	15	20.2	5	0.15	-11.33
24	15	20.2	20	0.60	-10.90
24	15	20.2	40	1.19	-10.26
24	15	20.2	60	1.79	-9.40
24	15	20.2	80	2.39	-8.11
24	15	20.2	100	2.98	-6.39
24	15	30.3	5	0.15	-13.91
24	15	30.3	20	0.60	-13.70
24	15	30.3	40	1.19	-13.05
24	15	30.3	60	1.79	-11.98
24	15	30.3	80	2.39	-10.90
24	15	30.3	100	2.98	-9.62
24	20	0.5	5	0.15	3.71
24	20	0.5	20	0.60	3.92
24	20	0.5	40	1.19	4.78
24	20	0.5	60	1.79	5.64
24	20	0.5	80	2.39	6.50
24	20	0.5	100	2.98	7.79
24	20	0.8	5	0.15	3.49
24	20	0.8	20	0.60	3.71
24	20	0.8	40	1.19	4.56
24	20	0.8	60	1.79	5.42
24	20	0.8	80	2.39	6.50
24	20	0.8	100	2.98	7.79
24	20	1.2	5	0.15	3.28
24	20	1.2	20	0.60	3.71
24	20	1.2	40	1.19	4.35
24	20	1.2	60	1.79	5.21
24	20	1.2	80	2.39	6.28
24	20	1.2	100	2.98	7.36
24	20	1.8	5	0.15	2.42
24	20	1.8	20	0.60	3.06
24	20	1.8	40	1.19	3.71
24	20	1.8	60	1.79	4.35
24	20	1.8	80	2.39	5.42
24	20	1.8	100	2.98	6.71
24	20	2.7	5	0.15	1.13
24	20	2.7	20	0.60	1.77
24	20	2.7	40	1.19	2.42
24	20	2.7	60	1.79	3.28
24	20	2.7	80	2.39	3.92
24	20	2.7	100	2.98	5.64
24	20	4.0	5	0.15	-0.38
24	20	4.0	20	0.60	0.27
24	20	4.0	40	1.19	0.91
24	20	4.0	60	1.79	1.56
24	20	4.0	80	2.39	2.63
24	20	4.0	100	2.98	3.71
24	20	6.0	5	0.15	-2.53
24	20	6.0	20	0.60	-1.88
24	20	6.0	40	1.19	-0.81
24	20	6.0	60	1.79	-0.16
24	20	6.0	80	2.39	0.91
24	20	6.0	100	2.98	2.42
24	20	9.0	5	0.15	-5.10
24	20	9.0	20	0.60	-4.24
24	20	9.0	40	1.19	-3.38
24	20	9.0	60	1.79	-2.10
24	20	9.0	80	2.39	-1.24
24	20	9.0	100	2.98	0.70
24	20	13.5	5	0.15	-7.68
24	20	13.5	20	0.60	-6.82
24	20	13.5	40	1.19	-6.18
24	20	13.5	60	1.79	-5.10
24	20	13.5	80	2.39	-3.81
24	20	13.5	100	2.98	-1.88
24	20	20.2	5	0.15	-10.26
24	20	20.2	20	0.60	-9.83
24	20	20.2	40	1.19	-8.97
24	20	20.2	60	1.79	-8.11
24	20	20.2	80	2.39	-6.82
24	20	20.2	100	2.98	-5.32
24	20	30.3	5	0.15	-13.05
24	20	30.3	20	0.60	-12.41
24	20	30.3	40	1.19	-11.55
24	20	30.3	60	1.79	-10.90
24	20	30.3	80	2.39	-10.04
24	20	30.3	100	2.98	-8.33
24	25	0.5	5	0.15	4.78
24	25	0.5	20	0.60	5.42
24	25	0.5	40	1.19	6.07
24	25	0.5	60	1.79	6.93
24	25	0.5	80	2.39	8.00
24	25	0.5	100	2.98	9.51
24	25	0.8	5	0.15	4.56
24	25	0.8	20	0.60	5.21
24	25	0.8	40	1.19	6.07
24	25	0.8	60	1.79	6.71
24	25	0.8	80	2.39	7.79
24	25	0.8	100	2.98	9.29
24	25	1.2	5	0.15	4.35
24	25	1.2	20	0.60	4.78
24	25	1.2	40	1.19	5.85
24	25	1.2	60	1.79	6.50
24	25	1.2	80	2.39	7.36
24	25	1.2	100	2.98	9.08
24	25	1.8	5	0.15	3.71
24	25	1.8	20	0.60	4.13
24	25	1.8	40	1.19	4.78
24	25	1.8	60	1.79	5.64
24	25	1.8	80	2.39	6.50
24	25	1.8	100	2.98	7.79
24	25	2.7	5	0.15	2.42
24	25	2.7	20	0.60	2.85
24	25	2.7	40	1.19	3.49
24	25	2.7	60	1.79	4.13
24	25	2.7	80	2.39	5.21
24	25	2.7	100	2.98	6.50
24	25	4.0	5	0.15	0.70
24	25	4.0	20	0.60	1.34
24	25	4.0	40	1.19	2.20
24	25	4.0	60	1.79	2.63
24	25	4.0	80	2.39	3.71
24	25	4.0	100	2.98	4.99
24	25	6.0	5	0.15	-1.02
24	25	6.0	20	0.60	-0.38
24	25	6.0	40	1.19	0.27
24	25	6.0	60	1.79	0.91
24	25	6.0	80	2.39	2.20
24	25	6.0	100	2.98	3.49
24	25	9.0	5	0.15	-3.17
24	25	9.0	20	0.60	-2.74
24	25	9.0	40	1.19	-1.88
24	25	9.0	60	1.79	-1.02
24	25	9.0	80	2.39	0.27
24	25	9.0	100	2.98	1.77
24	25	13.5	5	0.15	-6.18
24	25	13.5	20	0.60	-5.75
24	25	13.5	40	1.19	-5.10
24	25	13.5	60	1.79	-3.81
24	25	13.5	80	2.39	-2.31
24	25	13.5	100	2.98	-0.38
24	25	20.2	5	0.15	-8.97
24	25	20.2	20	0.60	-8.76
24	25	20.2	40	1.19	-7.90
24	25	20.2	60	1.79	-7.04
24	25	20.2	80	2.39	-5.75
24	25	20.2	100	2.98	-3.81
24	25	30.3	5	0.15	-11.76
24	25	30.3	20	0.60	-11.33
24	25	30.3	40	1.19	-10.47
24	25	30.3	60	1.79	-9.83
24	25	30.3	80	2.39	-8.54
24	25	30.3	100	2.98	-7.25
24	30	0.5	5	0.15	6.50
24	30	0.5	20	0.60	6.71
24	30	0.5	40	1.19	7.57
24	30	0.5	60	1.79	8.43
24	30	0.5	80	2.39	9.51
24	30	0.5	100	2.98	10.79
24	30	0.8	5	0.15	6.28
24	30	0.8	20	0.60	6.71
24	30	0.8	40	1.19	7.36
24	30	0.8	60	1.79	8.22
24	30	0.8	80	2.39	9.29
24	30	0.8	100	2.98	10.58
24	30	1.2	5	0.15	6.07
24	30	1.2	20	0.60	6.50
24	30	1.2	40	1.19	7.14
24	30	1.2	60	1.79	7.79
24	30	1.2	80	2.39	9.08
24	30	1.2	100	2.98	10.15
24	30	1.8	5	0.15	4.99
24	30	1.8	20	0.60	5.64
24	30	1.8	40	1.19	6.28
24	30	1.8	60	1.79	6.93
24	30	1.8	80	2.39	8.00
24	30	1.8	100	2.98	9.51
24	30	2.7	5	0.15	3.71
24	30	2.7	20	0.60	3.92
24	30	2.7	40	1.19	4.78
24	30	2.7	60	1.79	5.64
24	30	2.7	80	2.39	6.50
24	30	2.7	100	2.98	7.79
24	30	4.0	5	0.15	2.20
24	30	4.0	20	0.60	2.42
24	30	4.0	40	1.19	3.28
24	30	4.0	60	1.79	3.71
24	30	4.0	80	2.39	4.56
24	30	4.0	100	2.98	6.07
24	30	6.0	5	0.15	0.27
24	30	6.0	20	0.60	0.70
24	30	6.0	40	1.19	1.56
24	30	6.0	60	1.79	2.20
24	30	6.0	80	2.39	3.28
24	30	6.0	100	2.98	4.13
24	30	9.0	5	0.15	-1.88
24	30	9.0	20	0.60	-1.45
24	30	9.0	40	1.19	-0.59
24	30	9.0	60	1.79	0.27
24	30	9.0	80	2.39	1.34
24	30	9.0	100	2.98	2.63
24	30	13.5	5	0.15	-5.10
24	30	13.5	20	0.60	-4.24
24	30	13.5	40	1.19	-3.17
24	30	13.5	60	1.79	-2.31
24	30	13.5	80	2.39	-1.24
24	30	13.5	100	2.98	0.70
24	30	20.2	5	0.15	-7.90
24	30	20.2	20	0.60	-7.47
24	30	20.2	40	1.19	-6.61
24	30	20.2	60	1.79	-5.53
24	30	20.2	80	2.39	-4.46
24	30	20.2	100	2.98	-2.31
24	30	30.3	5	0.15	-10.47
24	30	30.3	20	0.60	-10.26
24	30	30.3	40	1.19	-9.62
24	30	30.3	60	1.79	-8.76
24	30	30.3	80	2.39	-7.68
24	30	30.3	100	2.98	-6.18
24	35	0.5	5	0.15	7.79
24	35	0.5	20	0.60	8.22
24	35	0.5	40	1.19	9.08
24	35	0.5	60	1.79	9.51
24	35	0.5	80	2.39	10.79
24	35	0.5	100	2.98	12.30
24	35	0.8	5	0.15	7.57
24	35	0.8	20	0.60	8.22
24	35	0.8	40	1.19	8.86
24	35	0.8	60	1.79	9.51
24	35	0.8	80	2.39	10.58
24	35	0.8	100	2.98	12.08
24	35	1.2	5	0.15	7.36
24	35	1.2	20	0.60	7.79
24	35	1.2	40	1.19	8.43
24	35	1.2	60	1.79	9.29
24	35	1.2	80	2.39	10.15
24	35	1.2	100	2.98	11.65
24	35	1.8	5	0.15	6.50
24	35	1.8	20	0.60	6.93
24	35	1.8	40	1.19	7.57
24	35	1.8	60	1.79	8.43
24	35	1.8	80	2.39	9.51
24	35	1.8	100	2.98	10.58
24	35	2.7	5	0.15	4.99
24	35	2.7	20	0.60	5.64
24	35	2.7	40	1.19	6.28
24	35	2.7	60	1.79	6.93
24	35	2.7	80	2.39	7.79
24	35	2.7	100	2.98	9.08
24	35	4.0	5	0.15	3.28
24	35	4.0	20	0.60	3.71
24	35	4.0	40	1.19	4.13
24	35	4.0	60	1.79	4.99
24	35	4.0	80	2.39	6.07
24	35	4.0	100	2.98	6.93
24	35	6.0	5	0.15	1.56
24	35	6.0	20	0.60	1.99
24	35	6.0	40	1.19	2.63
24	35	6.0	60	1.79	3.49
24	35	6.0	80	2.39	3.92
24	35	6.0	100	2.98	5.42
24	35	9.0	5	0.15	-0.38
24	35	9.0	20	0.60	0.27
24	35	9.0	40	1.19	0.70
24	35	9.0	60	1.79	1.34
24	35	9.0	80	2.39	2.42
24	35	9.0	100	2.98	3.71
24	35	13.5	5	0.15	-3.17
24	35	13.5	20	0.60	-2.74
24	35	13.5	40	1.19	-1.88
24	35	13.5	60	1.79	-0.81
24	35	13.5	80	2.39	0.27
24	35	13.5	100	2.98	1.56
24	35	20.2	5	0.15	-6.61
24	35	20.2	20	0.60	-6.18
24	35	20.2	40	1.19	-5.53
24	35	20.2	60	1.79	-4.24
24	35	20.2	80	2.39	-2.96
24	35	20.2	100	2.98	-1.02
24	35	30.3	5	0.15	-9.62
24	35	30.3	20	0.60	-8.97
24	35	30.3	40	1.19	-8.11
24	35	30.3	60	1.79	-7.68
24	35	30.3	80	2.39	-6.39
24	35	30.3	100	2.98	-4.67
24	40	0.5	5	0.15	9.08
24	40	0.5	20	0.60	9.51
24	40	0.5	40	1.19	10.15
24	40	0.5	60	1.79	11.01
24	40	0.5	80	2.39	12.08
24	40	0.5	100	2.98	13.37
24	40	0.8	5	0.15	8.86
24	40	0.8	20	0.60	9.51
24	40	0.8	40	1.19	9.94
24	40	0.8	60	1.79	10.79
24	40	0.8	80	2.39	12.08
24	40	0.8	100	2.98	13.16
24	40	1.2	5	0.15	8.65
24	40	1.2	20	0.60	9.08
24	40	1.2	40	1.19	9.51
24	40	1.2	60	1.79	10.58
24	40	1.2	80	2.39	11.44
24	40	1.2	100	2.98	12.73
24	40	1.8	5	0.15	7.79
24	40	1.8	20	0.60	8.22
24	40	1.8	40	1.19	8.86
24	40	1.8	60	1.79	9.51
24	40	1.8	80	2.39	10.58
24	40	1.8	100	2.98	12.08
24	40	2.7	5	0.15	6.50
24	40	2.7	20	0.60	6.71
24	40	2.7	40	1.19	7.36
24	40	2.7	60	1.79	8.22
24	40	2.7	80	2.39	9.08
24	40	2.7	100	2.98	10.37
24	40	4.0	5	0.15	4.35
24	40	4.0	20	0.60	4.99
24	40	4.0	40	1.19	5.64
24	40	4.0	60	1.79	6.50
24	40	4.0	80	2.39	7.36
24	40	4.0	100	2.98	8.43
24	40	6.0	5	0.15	2.63
24	40	6.0	20	0.60	3.28
24	40	6.0	40	1.19	3.71
24	40	6.0	60	1.79	4.35
24	40	6.0	80	2.39	5.21
24	40	6.0	100	2.98	6.50
24	40	9.0	5	0.15	0.70
24	40	9.0	20	0.60	1.34
24	40	9.0	40	1.19	1.99
24	40	9.0	60	1.79	2.63
24	40	9.0	80	2.39	3.28
24	40	9.0	100	2.98	4.35
24	40	13.5	5	0.15	-1.88
24	40	13.5	20	0.60	-1.45
24	40	13.5	40	1.19	-0.59
24	40	13.5	60	1.79	0.27
24	40	13.5	80	2.39	1.34
24	40	13.5	100	2.98	2.63
24	40	20.2	5	0.15	-5.32
24	40	20.2	20	0.60	-4.89
24	40	20.2	40	1.19	-3.81
24	40	20.2	60	1.79	-2.74
24	40	20.2	80	2.39	-1.67
24	40	20.2	100	2.98	0.05
24	40	30.3	5	0.15	-8.11
24	40	30.3	20	0.60	-7.90
24	40	30.3	40	1.19	-7.25
24	40	30.3	60	1.79	-6.39
24	40	30.3	80	2.39	-5.10
24	40	30.3	100	2.98	-3.17
24	45	0.5	5	0.15	10.15
24	45	0.5	20	0.60	10.58
24	45	0.5	40	1.19	11.44
24	45	0.5	60	1.79	12.30
24	45	0.5	80	2.39	13.37
24	45	0.5	100	2.98	14.88
24	45	0.8	5	0.15	10.15
24	45	0.8	20	0.60	10.58
24	45	0.8	40	1.19	11.22
24	45	0.8	60	1.79	12.30
24	45	0.8	80	2.39	13.16
24	45	0.8	100	2.98	14.66
24	45	1.2	5	0.15	9.72
24	45	1.2	20	0.60	10.15
24	45	1.2	40	1.19	11.01
24	45	1.2	60	1.79	11.87
24	45	1.2	80	2.39	12.73
24	45	1.2	100	2.98	14.23
24	45	1.8	5	0.15	9.08
24	45	1.8	20	0.60	9.51
24	45	1.8	40	1.19	9.94
24	45	1.8	60	1.79	11.01
24	45	1.8	80	2.39	12.08
24	45	1.8	100	2.98	13.16
24	45	2.7	5	0.15	7.57
24	45	2.7	20	0.60	8.22
24	45	2.7	40	1.19	8.65
24	45	2.7	60	1.79	9.51
24	45	2.7	80	2.39	10.37
24	45	2.7	100	2.98	11.44
24	45	4.0	5	0.15	6.07
24	45	4.0	20	0.60	6.50
24	45	4.0	40	1.19	6.93
24	45	4.0	60	1.79	7.57
24	45	4.0	80	2.39	8.43
24	45	4.0	100	2.98	9.51
24	45	6.0	5	0.15	3.71
24	45	6.0	20	0.60	4.13
24	45	6.0	40	1.19	4.78
24	45	6.0	60	1.79	5.64
24	45	6.0	80	2.39	6.50
24	45	6.0	100	2.98	7.57
24	45	9.0	5	0.15	1.99
24	45	9.0	20	0.60	2.20
24	45	9.0	40	1.19	2.85
24	45	9.0	60	1.79	3.71
24	45	9.0	80	2.39	4.35
24	45	9.0	100	2.98	5.64
24	45	13.5	5	0.15	-0.38
24	45	13.5	20	0.60	0.05
24	45	13.5	40	1.19	0.70
24	45	13.5	60	1.79	1.34
24	45	13.5	80	2.39	2.20
24	45	13.5	100	2.98	3.49
24	45	20.2	5	0.15	-4.03
24	45	20.2	20	0.60	-3.17
24	45	20.2	40	1.19	-2.31
24	45	20.2	60	1.79	-1.45
24	45	20.2	80	2.39	-0.38
24	45	20.2	100	2.98	1.13
24	45	30.3	5	0.15	-7.25
24	45	30.3	20	0.60	-6.61
24	45	30.3	40	1.19	-6.18
24	45	30.3	60	1.79	-5.10
24	45	30.3	80	2.39	-3.81
24	45	30.3	100	2.98	-1.88
24	50	0.5	5	0.15	11.44
24	50	0.5	20	0.60	11.87
24	50	0.5	40	1.19	12.51
24	50	0.5	60	1.79	13.59
24	50	0.5	80	2.39	14.66
24	50	0.5	100	2.98	15.95
24	50	0.8	5	0.15	11.44
24	50	0.8	20	0.60	11.87
24	50	0.8	40	1.19	12.51
24	50	0.8	60	1.79	13.37
24	50	0.8	80	2.39	14.45
24	50	0.8	100	2.98	15.95
24	50	1.2	5	0.15	11.01
24	50	1.2	20	0.60	11.44
24	50	1.2	40	1.19	12.30
24	50	1.2	60	1.79	12.94
24	50	1.2	80	2.39	14.02
24	50	1.2	100	2.98	15.52
24	50	1.8	5	0.15	10.15
24	50	1.8	20	0.60	10.58
24	50	1.8	40	1.19	11.44
24	50	1.8	60	1.79	12.30
24	50	1.8	80	2.39	13.16
24	50	1.8	100	2.98	14.45
24	50	2.7	5	0.15	8.86
24	50	2.7	20	0.60	9.29
24	50	2.7	40	1.19	9.72
24	50	2.7	60	1.79	10.58
24	50	2.7	80	2.39	11.44
24	50	2.7	100	2.98	12.73
24	50	4.0	5	0.15	7.14
24	50	4.0	20	0.60	7.57
24	50	4.0	40	1.19	8.22
24	50	4.0	60	1.79	8.86
24	50	4.0	80	2.39	9.51
24	50	4.0	100	2.98	10.79
24	50	6.0	5	0.15	4.99
24	50	6.0	20	0.60	5.64
24	50	6.0	40	1.19	6.28
24	50	6.0	60	1.79	6.93
24	50	6.0	80	2.39	7.79
24	50	6.0	100	2.98	8.86
24	50	9.0	5	0.15	3.28
24	50	9.0	20	0.60	3.49
24	50	9.0	40	1.19	3.92
24	50	9.0	60	1.79	4.35
24	50	9.0	80	2.39	5.42
24	50	9.0	100	2.98	6.50
24	50	13.5	5	0.15	0.70
24	50	13.5	20	0.60	1.13
24	50	13.5	40	1.19	1.77
24	50	13.5	60	1.79	2.42
24	50	13.5	80	2.39	3.28
24	50	13.5	100	2.98	4.35
24	50	20.2	5	0.15	-2.31
24	50	20.2	20	0.60	-1.88
24	50	20.2	40	1.19	-1.02
24	50	20.2	60	1.79	-0.16
24	50	20.2	80	2.39	0.70
24	50	20.2	100	2.98	2.20
24	50	30.3	5	0.15	-6.18
24	50	30.3	20	0.60	-5.53
24	50	30.3	40	1.19	-4.89
24	50	30.3	60	1.79	-3.60
24	50	30.3	80	2.39	-2.31
24	50	30.3	100	2.98	-0.38
24	55	0.5	5	0.15	12.73
24	55	0.5	20	0.60	13.16
24	55	0.5	40	1.19	14.02
24	55	0.5	60	1.79	14.88
24	55	0.5	80	2.39	15.95
24	55	0.5	100	2.98	17.46
24	55	0.8	5	0.15	12.51
24	55	0.8	20	0.60	12.94
24	55	0.8	40	1.19	13.80
24	55	0.8	60	1.79	14.66
24	55	0.8	80	2.39	15.74
24	55	0.8	100	2.98	17.46
24	55	1.2	5	0.15	12.30
24	55	1.2	20	0.60	12.51
24	55	1.2	40	1.19	13.37
24	55	1.2	60	1.79	14.45
24	55	1.2	80	2.39	15.31
24	55	1.2	100	2.98	16.81
24	55	1.8	5	0.15	11.44
24	55	1.8	20	0.60	11.87
24	55	1.8	40	1.19	12.51
24	55	1.8	60	1.79	13.37
24	55	1.8	80	2.39	14.45
24	55	1.8	100	2.98	15.74
24	55	2.7	5	0.15	9.94
24	55	2.7	20	0.60	10.37
24	55	2.7	40	1.19	11.01
24	55	2.7	60	1.79	11.87
24	55	2.7	80	2.39	12.73
